crank_angle_deg,cycle_time_s,cantera_pressure_pa_abs_min,cantera_pressure_pa_abs_max,wiebe_pressure_pa_abs_min,wiebe_pressure_pa_abs_max,cross_model_pressure_pa_abs_min,cross_model_pressure_pa_abs_max,cantera_pressure_gauge_pa_min,cantera_pressure_gauge_pa_max,wiebe_pressure_gauge_pa_min,wiebe_pressure_gauge_pa_max,cross_model_pressure_gauge_pa_min,cross_model_pressure_gauge_pa_max,cantera_temperature_k_min,cantera_temperature_k_max,wiebe_temperature_k_min,wiebe_temperature_k_max,cross_model_temperature_k_min,cross_model_temperature_k_max,cantera_h_gas_w_m2_k_min,cantera_h_gas_w_m2_k_max,wiebe_h_gas_w_m2_k_min,wiebe_h_gas_w_m2_k_max,cross_model_h_gas_w_m2_k_min,cross_model_h_gas_w_m2_k_max,cantera_wall_heat_flux_w_m2_min,cantera_wall_heat_flux_w_m2_max,wiebe_wall_heat_flux_w_m2_min,wiebe_wall_heat_flux_w_m2_max,cross_model_wall_heat_flux_w_m2_min,cross_model_wall_heat_flux_w_m2_max
18,0.000333333333,264961.576419,493212.337203,270022.448991,505954.630065,264961.576419,505954.630065,163636.576419,391887.337203,168697.448991,404629.630065,163636.576419,404629.630065,1140.77452903,1332.09518308,1230.69958554,1415.31046048,1140.77452903,1415.31046048,253.982132447,384.642136982,247.467830022,380.473968038,247.467830022,384.642136982,169094.834612,329539.927335,187532.187351,357057.95023,169094.834612,357057.95023
19,0.000351851852,259409.252016,469888.363335,264486.670505,482416.390648,259409.252016,482416.390648,158084.252016,368563.363335,163161.670505,381091.390648,158084.252016,381091.390648,1122.80765309,1317.63205236,1213.7114016,1401.62503181,1122.80765309,1401.62503181,251.82525046,372.175584085,245.199193571,368.164537896,245.199193571,372.175584085,163134.324488,313457.371341,181643.314976,340526.827074,163134.324488,340526.827074
20,0.00037037037,254197.150812,447082.885175,259392.662729,459440.536527,254197.150812,459440.536527,152872.150812,345757.885175,158067.662729,358115.536527,152872.150812,358115.536527,1103.2676222,1302.9417774,1194.64289568,1387.69189953,1103.2676222,1387.69189953,250.085451877,359.7926816,243.437034673,355.923703832,243.437034673,359.7926816,157120.592197,297725.718076,175713.878623,324300.272829,157120.592197,324300.272829
21,0.000388888889,249299.615126,424914.275836,254675.635489,437120.616589,249299.615126,437120.616589,147974.615126,323589.275836,153350.635489,335795.616589,147974.615126,335795.616589,1082.47144386,1288.08746134,1173.93788878,1373.56285493,1082.47144386,1373.56285493,248.719202921,347.560536005,242.104563707,343.814898015,242.104563707,347.560536005,151089.813314,282426.592843,169769.495657,308458.726681,151089.813314,308458.726681
22,0.000407407407,244697.118839,403503.242954,250292.376173,415489.738153,244697.118839,415489.738153,143372.118839,302178.242954,148967.376173,314164.738153,143372.118839,314164.738153,1060.69428749,1273.145797,1151.93572826,1359.30077537,1060.69428749,1359.30077537,247.692588193,335.55192059,241.149852554,331.906726284,241.149852554,335.55192059,145072.133958,267643.495557,163831.158068,293084.927755,145072.133958,293084.927755
23,0.000425925926,240371.070581,382965.61417,246208.005339,394660.153011,240371.070581,394660.153011,139046.070581,281640.61417,144883.005339,293335.153011,139046.070581,293335.153011,1038.18292393,1258.2051797,1128.92276174,1344.9802392,1038.18292393,1344.9802392,246.975202114,323.841599902,240.531304418,320.284538976,240.531304418,323.841599902,139092.216464,253456.83196,157915.85067,278259.543083,139092.216464,278259.543083
24,0.000444444444,236305.833625,363410.954584,242394.720235,374736.960321,236305.833625,374736.960321,134980.833625,262085.954584,141069.720235,273411.960321,134980.833625,273411.960321,1015.16226946,1243.36528734,1105.15182308,1330.68467926,1015.16226946,1330.68467926,246.540631943,312.505647216,240.214823433,309.032864721,240.214823433,312.505647216,133171.947265,239942.89987,152039.097206,264058.73577,133171.947265,264058.73577
25,0.000462962963,232487.684801,344946.286069,238829.379873,355820.673026,232487.684801,355820.673026,131162.684801,243621.286069,137504.379873,254495.673026,131162.684801,254495.673026,991.837240011,1228.74087147,1080.85052611,1316.50900533,991.837240011,1316.50900533,246.365160765,301.623652749,240.171104812,298.178764352,240.171104812,301.623652749,127330.689725,227176.357089,146215.20237,250555.908849,127330.689725,250555.908849
26,0.000481481481,228903.459852,327682.574954,235492.264771,338011.415367,228903.459852,338011.415367,127578.459852,226357.574954,134167.264771,236686.415367,127578.459852,236686.415367,968.389646849,1214.46809628,1056.22445298,1302.56361829,968.389646849,1302.56361829,246.426870102,291.282717822,240.374241486,287.797512132,240.374241486,291.282717822,121584.466414,215234.584448,140457.399048,237824.607039,121584.466414,237824.607039
27,0.0005,225540.022947,311747.805982,232366.363788,321416.419696,225540.022947,321416.419696,124215.022947,210422.805982,131041.363788,220091.419696,124215.022947,220091.419696,944.977144915,1200.71680116,1031.45865912,1288.98121347,944.977144915,1288.98121347,246.705228119,281.58573871,240.800958925,277.97320679,240.800958925,281.58573871,115945.818747,204206.561291,134777.907289,225943.769426,115945.818747,225943.769426
28,0.000518518519,222385.465769,297320.011744,229436.921752,306165.663146,222385.465769,306165.663146,121060.465769,195995.011744,128111.921752,204840.663146,121060.465769,204840.663146,921.739075744,1187.7203359,1006.71844287,1275.93019208,921.739075744,1275.93019208,247.18130963,272.672696288,241.007875218,268.808563933,241.007875218,272.672696288,110425.549805,194215.423707,129187.95272,215008.788143,110425.549805,215008.788143
29,0.000537037037,219429.136297,284767.660685,226691.0176,292454.587406,219429.136297,292454.587406,118104.136297,183442.660685,125366.0176,191129.587406,118104.136297,191129.587406,898.797532384,1175.88945588,982.14912206,1263.64820919,898.797532384,1263.64820919,246.646126474,264.811467595,240.185675043,260.463394719,240.185675043,264.811467595,105033.010873,185514.631432,123697.639772,205161.882231,105033.010873,205161.882231
30,0.000555555556,216661.53402,275659.342861,224116.060596,281035.33844,216661.53402,281035.33844,115336.53402,174334.342861,122791.060596,179710.33844,115336.53402,179710.33844,876.257975523,1163.35115426,957.870798312,1252.57744258,876.257975523,1252.57744258,246.070633784,259.58131431,239.710620337,253.639763178,239.710620337,259.58131431,99776.1921659,178382.487385,118314.452118,196757.020113,99776.1921659,196757.020113
31,0.000574074074,214074.199179,268205.037854,221700.177735,273227.443208,214074.199179,273227.443208,112749.199179,166880.037854,120375.177735,171902.443208,112749.199179,171902.443208,854.209984267,1145.60052222,933.983810794,1237.85482603,854.209984267,1237.85482603,245.776172848,256.039605573,239.535324465,249.638778063,239.535324465,256.039605573,94661.7901848,171383.853291,113043.988591,189811.615857,94661.7901848,189811.615857
32,0.000592592593,211659.596091,261570.56181,219433.259586,266564.94941,211659.596091,266564.94941,110334.596091,160245.56181,118108.259586,165239.94941,110334.596091,165239.94941,832.728153342,1125.6168346,910.574039441,1219.36052566,832.728153342,1219.36052566,245.729980009,253.320081609,239.62119089,247.825952358,239.62119089,253.320081609,89695.2651709,164488.956998,107891.424917,182994.373304,89695.2651709,182994.373304
33,0.000611111111,209410.96217,255568.557144,217306.797057,260667.625254,209410.96217,260667.625254,108085.96217,154243.557144,115981.797057,159342.625254,108085.96217,159342.625254,811.872971902,1104.21134018,887.713982942,1198.75903654,811.872971902,1198.75903654,245.903640334,254.089997722,239.935980787,249.216632269,239.935980787,254.089997722,84880.8581855,157732.801572,102855.188919,176326.836218,84880.8581855,176326.836218
34,0.00062962963,207322.180647,250089.952513,215313.673077,255364.038859,207322.180647,255364.038859,105997.180647,148764.952513,113988.673077,154039.038859,105997.180647,154039.038859,791.691899182,1081.88311631,865.463715326,1176.77224936,791.691899182,1176.77224936,246.272582242,255.44151198,240.452304403,250.715370983,240.452304403,255.44151198,80221.639009,151134.753752,97895.2552433,169814.927465,80221.639009,169814.927465
35,0.000648148148,205387.646732,245059.731029,213447.953925,250547.053663,205387.646732,250547.053663,104062.646732,143734.731029,112122.953925,149222.053663,104062.646732,149222.053663,772.220452221,1058.99242849,843.871811334,1153.86130506,772.220452221,1153.86130506,246.540045019,256.895796537,240.142155202,252.311098524,240.142155202,256.895796537,75719.5466909,144707.228802,93070.4519321,163461.079973,75719.5466909,163461.079973
36,0.000666666667,203602.15731,240421.906365,211704.686501,246141.109459,203602.15731,246141.109459,102277.15731,139096.906365,110379.686501,144816.109459,102277.15731,144816.109459,753.483389677,1035.81758556,822.976257357,1130.36317266,753.483389677,1130.36317266,245.663244737,258.443603762,239.364246224,253.993928858,239.364246224,258.443603762,71375.4555733,138458.606787,88383.8567556,157266.481885,71375.4555733,157266.481885
37,0.000685185185,201960.774855,236132.646567,210079.707226,242089.397556,201960.774855,242089.397556,100635.774855,134807.646567,108754.707226,140764.397556,100635.774855,140764.397556,735.495753122,1012.58045716,802.805354982,1106.54005695,735.495753122,1106.54005695,245.080937943,260.076577864,238.900755894,255.755042589,238.900755894,260.076577864,67189.2090486,132394.548109,83837.8725242,151231.792171,67189.2090486,151231.792171
38,0.000703703704,200458.848701,232156.501968,208569.467094,238347.526384,200458.848701,238347.526384,99133.848701,130831.501968,107244.467094,137022.526384,99133.848701,137022.526384,718.264448273,989.460109354,783.378619963,1082.60257665,718.264448273,1082.60257665,244.75403524,261.787166132,238.705906111,257.586575886,238.705906111,261.787166132,63159.8167276,126518.634008,79434.1927926,145357.39357,63159.8167276,145357.39357
39,0.000722222222,199091.8383,228463.195307,207170.87608,234879.96395,199091.8383,234879.96395,97766.8383,127138.195307,105845.87608,133554.96395,97766.8383,133554.96395,701.788959558,966.597640472,764.707674535,1058.72256099,701.788959558,1058.72256099,244.650027925,263.56853506,238.742782926,259.481516147,238.742782926,263.56853506,59285.4281368,120831.644785,75173.7866275,139643.476809,59285.4281368,139643.476809
40,0.000740740741,197855.298718,225026.481285,205881.168752,231657.762926,197855.298718,231657.762926,96530.298718,123701.481285,104556.168752,130332.762926,96530.298718,130332.762926,686.062581247,944.131728546,746.797127331,1035.04101756,686.062581247,1035.04101756,244.741395339,265.414492165,238.980964871,261.433604863,238.980964871,265.414492165,55563.4704342,115332.262381,71056.9027893,134090.048706,55563.4704342,134090.048706
41,0.000759259259,196744.844189,221824.205161,204697.791666,228657.034973,196744.844189,228657.034973,95419.844189,120499.205161,103372.791666,127332.034973,95419.844189,127332.034973,671.073439287,922.125478802,729.645432842,1011.67357524,671.073439287,1011.67357524,245.004841513,267.319413987,239.39498673,263.437248067,239.39498673,267.319413987,51990.7493306,110031.382113,67083.0920606,128696.903586,51990.7493306,128696.903586
42,0.000777777778,195756.124046,218837.594745,203618.312054,225857.725574,195756.124046,225857.725574,94431.124046,117512.594745,102293.312054,124532.725574,94431.124046,124532.725574,656.805432742,900.638827757,713.245721226,988.714299596,656.805432742,988.714299596,245.420490607,269.278180465,239.96327106,265.487434575,239.96327106,269.278180465,48563.5493982,104913.937394,63251.2453267,123463.500578,48563.5493982,123463.500578
43,0.000796296296,194884.808755,216050.61329,202640.346517,223241.74951,194884.808755,223241.74951,93559.808755,114725.61329,101315.346517,121916.74951,93559.808755,121916.74951,643.23908717,879.726933099,697.586589317,966.23483945,643.23908717,966.23483945,245.971275366,271.286115691,240.667104277,267.579662039,240.667104277,271.286115691,45277.7310257,99976.2069278,59559.6443439,118387.755187,45277.7310257,118387.755187
44,0.000814814815,194126.584154,213449.467051,201761.507786,220793.252039,194126.584154,220793.252039,92801.584154,112124.467051,100436.507786,119468.252039,92801.584154,119468.252039,630.352317173,859.431975411,682.65284453,944.288301141,630.352317173,944.288301141,246.642473855,273.338934877,241.490159773,269.709870679,241.490159773,273.338934877,42128.8220944,95215.3557704,56006.0218443,113466.626075,42128.8220944,113466.626075
45,0.000833333333,193477.151808,211022.200494,200979.367318,218498.914065,193477.151808,218498.914065,92152.151808,109697.200494,99654.367318,117173.914065,92152.151808,117173.914065,618.121097699,839.784907757,668.426194886,922.916251764,618.121097699,922.916251764,247.421327732,275.432697219,242.418396279,271.874384396,242.418396279,275.432697219,39112.1027042,90628.2396062,52587.6276606,108697.318205,39112.1027042,108697.318205
46,0.000851851852,192932.233546,208758.376737,200291.43128,216347.520556,192932.233546,216347.520556,91607.233546,107433.376737,98966.43128,115022.520556,91607.233546,115022.520556,606.520045953,820.807085549,654.88587881,902.150648663,606.520045953,902.150648663,248.296742344,277.563764255,243.439706728,274.069858754,243.439706728,277.563764255,36222.681702,86211.4464457,49301.2973972,104077.244744,36222.681702,104077.244744
47,0.00087037037,192487.578942,206648.787304,199695.12753,214329.591396,192487.578942,214329.591396,91162.578942,105323.787304,98370.12753,113004.591396,91162.578942,113004.591396,595.522919524,802.511660631,642.009235389,882.01519806,595.522919524,882.01519806,249.259039436,279.728763313,244.543619756,276.293235625,244.543619756,279.728763313,33455.5647302,81961.2783578,46143.5220248,99603.9467998,33455.5647302,99603.9467998
48,0.000888888889,192138.974464,204685.235958,199187.801295,212437.071695,192138.974464,212437.071695,90813.974464,103360.235958,97862.801295,111112.071695,90813.974464,111112.071695,585.103036488,784.904768535,629.772214221,862.52648412,585.103036488,862.52648412,250.299749388,281.924555559,245.72105484,278.54170394,245.72105484,281.924555559,30805.7135595,77873.7377537,43110.5162717,95275.0203771,30805.7135595,95275.0203771
49,0.000907407407,191882.253343,202860.355041,198766.717157,210663.071511,191882.253343,210663.071511,90557.253343,101535.355041,97441.717157,109338.071511,90557.253343,109338.071511,575.233624476,767.986613521,618.149817808,843.694926315,575.233624476,843.694926315,251.411439125,284.148208206,246.964118796,280.812665431,246.964118796,284.148208206,28268.0968863,73944.678588,40198.2818948,91088.0538994,28268.0968863,91088.0538994
50,0.000925925926,191713.305464,201167.455661,198429.066475,209001.647374,191713.305464,209001.647374,90388.305464,99842.455661,97104.066475,107676.647374,90388.305464,107676.647374,565.888106095,751.752406035,607.11648647,825.525605928,565.888106095,825.525605928,252.587564938,286.396970426,248.265934907,283.103705374,248.265934907,286.396970426,25837.7330215,70169.7118288,37402.6668606,87040.5779402,25837.7330215,87040.5779402
51,0.000944444444,191628.086782,199600.406543,198171.97845,207447.619568,191628.086782,207447.619568,90303.086782,98275.406543,96846.97845,106122.619568,90303.086782,106122.619568,557.04032819,736.193084111,596.646426725,808.01899053,557.04032819,808.01899053,253.822339639,288.668252563,249.62049829,285.412567608,249.62049829,288.668252563,23509.7250582,66544.2713819,34719.418992,83130.0275528,23509.7250582,83130.0275528
52,0.000962962963,191555.499286,198153.536298,197992.532026,205996.42019,191555.499286,205996.42019,90230.499286,96828.536298,96667.532026,104671.42019,90230.499286,104671.42019,548.664742183,721.296434384,586.713887273,791.171576729,548.664742183,791.171576729,255.110653368,290.959608236,251.022552745,287.737133319,251.022552745,290.959608236,21279.2892051,63063.6470092,32144.233676,79366.196296,21279.2892051,79366.196296
53,0.000981481481,191006.600586,196821.555549,197887.769386,204643.967727,191006.600586,204643.967727,89681.600586,95496.555549,96562.769386,103318.967727,89681.600586,103318.967727,540.736542322,707.047349904,577.293387163,774.976465375,540.736542322,774.976465375,256.447953834,293.268718979,252.467485419,290.075403111,252.467485419,293.268718979,19141.7770242,59723.0185503,29672.7955169,75734.3038982,19141.7770242,75734.3038982
54,0.001,190546.950924,195599.495402,197854.709739,203386.564431,190546.950924,203386.564431,89221.950924,94274.495402,96529.709739,102061.564431,89221.950924,102061.564431,533.231767195,693.42854789,568.359901046,759.423879093,533.231767195,759.423879093,257.830178701,295.593381105,253.951236434,292.425481916,253.951236434,295.593381105,17092.6920209,56517.4906083,27300.8140551,72229.7957673,17092.6920209,72229.7957673
55,0.001018518519,190172.675932,194482.659014,197527.887614,202220.81321,190172.675932,202220.81321,88847.675932,93157.659014,96202.887614,100895.81321,88847.675932,100895.81321,526.127373794,680.421075477,559.889006411,744.501629065,526.127373794,744.501629065,259.253688814,297.931494493,255.4702212,294.785566361,255.4702212,297.931494493,15127.7023825,53442.1264707,25024.0538327,68849.6407909,15127.7023825,68849.6407909
56,0.001037037037,189880.004281,193974.193278,197084.241892,201143.551104,189880.004281,201143.551104,88555.004281,92649.193278,95759.241892,99818.551104,88555.004281,99818.551104,519.40128511,668.004747987,551.856997578,730.195531154,519.40128511,730.195531154,260.715210836,300.281053033,257.021263304,297.153934235,257.021263304,300.281053033,13242.6493254,50491.9802924,22838.3592037,65590.6778068,13242.6493254,65590.6778068
57,0.001055555556,189665.268239,194285.236494,196714.964736,200151.79673,189665.268239,200151.79673,88340.268239,92960.236494,95389.964736,98826.79673,88340.268239,98826.79673,513.03241606,656.158524375,544.240971005,716.489790432,513.03241606,716.489790432,262.211787795,302.640136996,258.601537235,299.528935743,258.601537235,302.640136996,11433.551767,47662.1268748,20739.6743551,62449.6310325,11433.551767,62449.6310325
58,0.001074074074,189524.903408,194654.074401,196417.422137,199639.832838,189524.903408,199639.832838,88199.903408,93329.074401,95092.422137,98314.832838,88199.903408,98314.832838,507.000683751,644.860832537,537.018886111,703.36734444,507.000683751,703.36734444,263.740736955,305.006904635,260.208519014,301.908986289,260.208519014,305.006904635,9696.60851796,44947.6886073,18724.0590365,59423.1284878,9696.60851796,59423.1284878
59,0.001092592593,189455.448986,195077.383515,196188.985578,199904.723062,189455.448986,199904.723062,88130.448986,93752.383515,94863.985578,98579.723062,88130.448986,98579.723062,501.287004419,634.089840061,530.169605447,690.810160562,501.287004419,690.810160562,265.299613259,307.379587788,261.839943282,304.292560535,261.839943282,307.379587788,8028.19821068,42343.8593064,16787.700505,56507.7202012,8028.19821068,56507.7202012
60,0.001111111111,188981.872351,195551.950766,196027.037571,200223.477625,188981.872351,200223.477625,87656.872351,94226.950766,94702.037571,98898.477625,87656.872351,98898.477625,495.873279898,623.823681032,523.672917688,678.799503558,495.873279898,678.799503558,266.8861779,309.756486742,263.493766616,306.678187539,263.493766616,309.756486742,6424.8774007,39845.924834,14926.9221787,53699.8988268,6424.8774007,53699.8988268
61,0.00112962963,188426.388888,196074.672763,195928.97763,200593.239853,188426.388888,200593.239853,87101.388888,94749.672763,94603.97763,99268.239853,87101.388888,99268.239853,490.742414355,614.040643921,517.50954647,667.316170531,490.742414355,667.316170531,268.498371359,312.135965867,265.168136004,309.064446808,265.168136004,312.135965867,4883.38918554,37449.2799595,13138.1894637,50996.1204633,4883.38918554,50996.1204633
62,0.001148148148,187948.183774,196642.55486,195429.162088,201011.215457,187948.183774,201011.215457,86623.183774,95317.55486,94104.162088,99686.215457,86623.183774,99686.215457,485.878166812,604.719324682,511.66114775,656.340695545,485.878166812,656.340695545,270.134290171,314.516450033,266.8613618,311.449965093,266.8613618,314.516450033,3400.62155363,35149.4426855,11418.1131871,48392.8249628,3400.62155363,48392.8249628
63,0.001166666667,187543.93643,197252.710733,194905.262831,201474.677206,187543.93643,201474.677206,86218.93643,95927.710733,93580.262831,100149.677206,86218.93643,100149.677206,481.265243515,595.838749459,506.110298006,645.853526094,481.265243515,645.853526094,271.79216696,316.896421833,268.57189453,313.833413819,268.57189453,316.896421833,1973.64061616,32942.0675729,9763.451028,45886.4551901,1973.64061616,45886.4551901
64,0.001185185185,187210.442676,197900.514115,194448.224137,201979.134575,187210.442676,201979.134575,85885.442676,96575.514115,93123.224137,100654.134575,85885.442676,100654.134575,476.889218407,587.378470968,500.840941876,635.835173721,476.889218407,635.835173721,273.470353252,319.271951988,270.298305046,316.211053806,270.298305046,319.271951988,599.671049648,30822.9530534,8171.19146202,43473.4748485,599.671049648,43473.4748485
65,0.001203703704,186918.20532,198514.492261,194029.261217,202453.725167,186918.20532,202453.725167,85593.20532,97189.492261,92704.261217,101128.725167,85593.20532,101128.725167,472.740291097,579.340427141,495.85310121,626.295634893,472.740291097,626.295634893,275.130728284,321.549750579,272.002852497,318.490335467,272.002852497,321.549750579,-722.594698829,28791.8829162,6641.51119987,41152.8442611,-722.594698829,41152.8442611
66,0.001222222222,186611.370034,199066.065605,193593.320216,202870.311096,186611.370034,202870.311096,85286.370034,97741.065605,92268.320216,101545.311096,85286.370034,101545.311096,468.810174281,571.742380384,491.133077767,617.266651379,468.810174281,617.266651379,276.698640387,323.693752418,273.611565786,320.635774542,273.611565786,323.693752418,-1998.47030758,26847.2618751,5172.84188567,38925.8012429,-1998.47030758,38925.8012429
67,0.001240740741,186293.831446,199562.162311,193145.332838,203235.96554,186293.831446,203235.96554,84968.831446,98237.162311,91820.332838,101910.96554,84968.831446,101910.96554,465.081864948,564.550714146,486.659927689,608.710512479,465.081864948,608.710512479,278.18195751,325.715211451,275.132818986,322.658892825,275.132818986,325.715211451,-3226.08911176,24984.6128693,3762.17935852,36788.1502266,-3226.08911176,36788.1502266
68,0.001259259259,185969.0303,200009.094793,192689.593894,203557.072413,185969.0303,203557.072413,84644.0303,98684.094793,91364.593894,102232.072413,84644.0303,102232.072413,461.540266326,557.735269157,482.415029447,600.593251744,461.540266326,600.593251744,279.587887118,327.62445821,276.574235128,324.57021682,276.574235128,327.62445821,-4406.35991305,23199.7232581,2406.69771535,34735.8575384,-4406.35991305,34735.8575384
69,0.001277777778,185640.00829,200412.613523,192229.846795,203839.365682,185640.00829,203839.365682,84315.00829,99087.613523,90904.846795,102514.365682,84315.00829,102514.365682,458.171917149,551.268894364,478.381673271,592.884173646,458.171917149,592.884173646,280.923042369,329.430980531,277.942768946,326.379364887,277.942768946,329.430980531,-5541.55175095,21488.6280007,1103.70837436,32765.0536382,-5541.55175095,32765.0536382
70,0.001296296296,185309.456336,200777.956579,191769.356546,204088.07259,185309.456336,204088.07259,83984.456336,99452.956579,90444.356546,102763.07259,83984.456336,102763.07259,454.964766029,545.127069909,474.545018178,585.555452911,454.964766029,585.555452911,282.19350067,331.143497201,279.244778741,328.095154086,279.244778741,331.143497201,-6633.80048296,19847.6045012,-149.277331079,30872.0329866,-6633.80048296,30872.0329866
71,0.001314814815,184979.766463,201109.895157,191310.972384,204307.907302,184979.766463,204307.907302,83654.766463,99784.895157,89985.972384,102982.907302,83654.766463,102982.907302,451.905614454,539.287622034,470.891686583,578.58179409,451.905614454,578.58179409,283.404857791,332.77002509,280.486089017,329.725660135,280.486089017,332.77002509,-7685.11925753,18273.1236793,-1354.61635336,29053.2523176,-7685.11925753,29053.2523176
72,0.001333333333,184653.038508,201412.775258,190857.180008,204503.121894,184653.038508,204503.121894,83328.038508,100087.775258,89532.180008,103178.121894,83328.038508,103178.121894,448.98462137,533.731484768,467.409575109,571.940134511,448.98462137,571.940134511,284.562266289,334.317940245,281.672044923,331.27828683,281.672044923,334.317940245,-8697.40779824,16761.8726285,-2514.54295433,27305.3259228,-8697.40779824,27305.3259228
73,0.001351851852,184331.143552,201690.555807,190410.150225,204677.561428,184331.143552,204677.561428,83006.143552,100365.555807,89085.150225,103352.561428,83006.143552,103352.561428,446.195257466,528.443572323,464.087720355,565.609403062,446.195257466,565.609403062,285.670484154,335.794033482,282.807560694,332.759830725,282.807560694,335.794033482,-9672.46067899,15310.7285072,-3631.1683276,25625.024256,-9672.46067899,25625.024256
74,0.00137037037,184015.740643,201946.843445,189971.77994,204834.704241,184015.740643,204834.704241,82690.740643,100621.843445,88646.77994,103509.704241,82690.740643,103509.704241,443.529563451,523.401717572,460.916160287,559.57030825,443.529563451,559.57030825,286.733908046,337.204560913,283.897161951,334.176536843,283.897161951,337.204560913,-10611.9747383,13916.7464459,-4706.48878085,24009.2704976,-10611.9747383,24009.2704976
75,0.001388888889,183708.301052,202184.924239,189543.724561,204977.69808,183708.301052,204977.69808,82383.301052,100859.924239,88218.724561,103652.69808,82383.301052,103652.69808,440.980281212,518.590730965,457.885815844,553.805142786,440.980281212,553.805142786,287.756605508,338.555289869,284.945022449,335.534148789,284.945022449,338.555289869,-11517.5557555,12577.1482677,-5742.39321312,22455.1331801,-11517.5557555,22455.1331801
76,0.001407407407,183410.129102,202407.792541,189127.427926,205109.392471,183410.129102,205109.392471,82085.129102,101082.792541,87802.427926,103784.392471,82085.129102,103784.392471,438.54077293,513.99667895,454.988389062,548.29762047,438.54077293,548.29762047,288.74234368,339.851540608,285.954996948,336.837953906,285.954996948,339.851540608,-12390.724489,11289.3119728,-6740.67008284,20959.8208379,-12390.724489,20959.8208379
77,0.001425925926,183122.381203,202618.156994,188724.148273,205232.367838,183122.381203,205232.367838,81797.381203,101293.156994,87399.148273,103907.367838,81797.381203,103907.367838,436.204907306,509.60675434,452.216275795,543.032733522,436.204907306,543.032733522,289.694615173,341.09821524,286.930650372,338.092823869,286.930650372,341.09821524,-13232.9368779,10050.7619355,-7703.01365472,19520.676476,-13232.9368779,19520.676476
78,0.001444444444,182846.082917,202818.518716,188334.980807,205348.961703,182846.082917,205348.961703,81521.082917,101493.518716,87009.980807,104023.961703,81521.082917,104023.961703,433.96711899,505.409162699,449.562490991,537.996627299,433.96711899,537.996627299,290.616661304,342.299855967,287.875283704,339.30325106,287.875283704,342.299855967,-14045.5492597,8859.15976866,-8631.02950565,18135.1719562,-14045.5492597,18135.1719562
79,0.001462962963,182582.142603,203011.151754,187960.877366,205461.291994,182582.142603,205461.291994,81257.142603,101686.151754,86635.877366,104136.291994,81257.142603,104136.291994,431.822264627,501.393022429,447.020602442,533.176489913,431.822264627,533.176489913,291.511492779,343.460658499,288.791957101,340.473381649,288.791957101,343.460658499,-14829.8534235,7712.29579995,-9526.24010308,16800.9023791,-14829.8534235,16800.9023791
80,0.001481481481,182331.364142,203198.123062,187602.662725,205571.278068,182331.364142,205571.278068,81006.364142,101873.123062,86277.662725,104246.278068,81006.364142,104246.278068,429.765578878,497.548275384,444.584673678,528.560451278,429.765578878,528.560451278,292.381908471,344.584500471,289.68351046,341.607045337,289.68351046,344.584500471,-15587.0804062,6608.08075788,-10390.0897577,15515.579548,-15587.0804062,15515.579548
81,0.0015,182094.45819,203381.317146,187261.050914,205680.659609,182094.45819,205680.659609,80769.45819,102056.317146,85936.050914,104355.659609,80769.45819,104355.659609,427.79264977,493.86561155,442.24921407,524.137501749,427.79264977,524.137501749,293.230512394,345.674970259,290.552582067,342.707782231,290.552582067,345.674970259,-16318.3993868,5544.53912962,-11223.9492123,14277.0280096,-16318.3993868,14277.0280096
82,0.001518518519,181872.052127,203562.452247,186936.65863,205791.013592,181872.052127,205791.013592,80547.052127,102237.452247,85611.65863,104466.013592,80547.052127,104466.013592,425.899383966,490.336399078,440.009135076,519.897416301,425.899383966,519.897416301,294.059729055,346.73539045,291.401625214,343.778867114,291.401625214,346.73539045,-17024.9212719,4519.80201577,-12029.119903,13083.1800779,-17024.9212719,13083.1800779
83,0.001537037037,181664.698889,203743.095034,186630.015905,205903.769555,181664.698889,205903.769555,80339.698889,102418.095034,85305.015905,104578.769555,80339.698889,104578.769555,424.081976239,486.952622329,437.859711751,515.830682575,424.081976239,515.830682575,294.871817389,347.768839224,292.232923055,344.823331422,292.232923055,347.768839224,-17707.7020187,3532.10054986,-12806.8379238,11932.0697193,-17707.7020187,11932.0697193
84,0.001555555556,181472.884811,203924.673917,186341.576225,206020.223323,181472.884811,206020.223323,80147.884811,102599.673917,85016.576225,104695.223323,80147.884811,104695.223323,422.336882548,483.706827082,435.796548786,511.928439471,422.336882548,511.928439471,295.668883418,348.778169783,293.048602126,345.84398313,293.048602126,348.778169783,-18367.7457199,2579.75989428,-13558.2777201,10821.8275657,-18367.7457199,10821.8275657
85,0.001574074074,181297.036598,204108.491153,186071.725424,206141.54937,181297.036598,206141.54937,79972.036598,102783.491153,84746.725424,104816.54937,79972.036598,104816.54937,420.660796208,480.592071556,433.815550437,508.182422069,420.660796208,508.182422069,296.452891774,349.766028105,293.850644564,346.843424791,293.850644564,349.766028105,-19006.0074806,1661.19363603,-14284.5555345,9750.67611329,-19006.0074806,9750.67611329
86,0.001592592593,181137.527528,204295.733879,185820.789513,206268.811956,181137.527528,206268.811956,79812.527528,102970.733879,84495.789513,104943.811956,79812.527528,104943.811956,419.050626632,477.60188254,431.912893838,504.584912143,419.050626632,504.584912143,297.225676194,350.734869231,294.640899172,347.824069908,294.640899172,350.734869231,-19623.3961516,774.898553734,-14986.7326259,8716.92511561,-19623.3961516,8716.92511561
